Proposal,question,taxonomy
1442231,landscape scale Qs,Chromista
1442231,landscape scale Qs,Chlorobionta
1442246,landscape scale Qs,Acidobacteria
1442246,landscape scale Qs,Actinobacteria
1442246,landscape scale Qs,Bacteriodetes
1442246,landscape scale Qs,Firmicutes
1442246,landscape scale Qs,Gemmatimonadetes
1442246,landscape scale Qs,Verrucomicrobia
1442246,landscape scale Qs,Angiosperms
1442246,landscape scale Qs,Gymnosperms
1442280,landscape scale Qs,Archaea
1442280,landscape scale Qs,Bacteria
1442280,landscape scale Qs,Proteobacteria
1442280,landscape scale Qs,Cyanobacteria
1442348,landscape scale Qs,Proteobacteria
1442348,landscape scale Qs,Ascomycota
1442348,landscape scale Qs,Gymnosperms
1524534,landscape scale Qs,Reptilia
1524639,landscape scale Qs,Lichen
1542609,landscape scale Qs,Cyanobacteria
1542609,landscape scale Qs,Proteobacteria
1542609,landscape scale Qs,Bryophyta
1638768,landscape scale Qs,Proteobacteria
1638768,landscape scale Qs,Acidobacteria
1638768,landscape scale Qs,Chloroflexi
1638768,landscape scale Qs,Bacteriodetes
1638768,landscape scale Qs,Actinobacteria
1638768,landscape scale Qs,Ascomycota
1638768,landscape scale Qs,Angiosperms
1638768,landscape scale Qs,Arthropoda
1638943,landscape scale Qs,Bryophyta
1638958,landscape scale Qs,Cyanobacteria
1638958,landscape scale Qs,Chromista
1639014,landscape scale Qs,Arthropoda
1737889,landscape scale Qs,Angiosperms
1737889,landscape scale Qs,Aves
1737889,landscape scale Qs,Arthropoda
1737899,landscape scale Qs,Bryophyta
1738009,landscape scale Qs,Proteobacteria
1738009,landscape scale Qs,Angiosperms
1738041,landscape scale Qs,Bacteria
1738041,landscape scale Qs,Fungi
1738041,landscape scale Qs,Angiosperms
1135733,epistasis,Angiosperms
1135733,epistasis,Arthropoda
1136707,epistasis,Angiosperms
1342712,epistasis,Arthropoda
1442142,epistasis,Mammalia
1542402,epistasis,Angiosperms
1542402,epistasis,Arthropoda
1542402,epistasis,Aves
1638872,epistasis,Reptilia
1737869,epistasis,Basidiomycota
1737869,epistasis,Arthropoda
